Year, Month, Date, Hour, Weekday, Item ID, Item Name, Min. Buyout, Number of Auctions
2019,11,12,0,1,13465,"Mountain Silversage",9500,41
2019,11,12,0,1,13510,"Flask of the Titans",1630000,12
2019,11,12,0,1,8846,"Gromsblood",2165,85
2019,11,12,0,1,13457,"Greater Fire Protection Potion",73800,122
2019,11,12,0,1,7068,"Elemental Fire",63000,130
2019,11,12,0,1,13931,"Nightfin Soup",3625,16
2019,11,12,0,1,13759,"Raw Nightfin Snapper",3400,17
2019,11,12,0,1,6358,"Oily Blackmouth",2489,116
2019,11,12,0,1,3820,"Stranglekelp",2827,37
2019,11,12,0,1,6370,"Blackmouth Oil",5387,65
2019,11,12,0,1,12363,"Arcane Crystal",450000,23
2019,11,12,0,1,12359,"Thorium Bar",3135,95
2019,11,12,0,1,12360,"Arcanite Bar",539000,31
2019,11,12,0,1,10646,"Goblin Sapper Charge",25998,47
2019,11,12,0,1,10505,"Solid Blasting Powder",1493,12
2019,11,12,0,1,7912,"Solid Stone",990,115
2019,11,12,0,1,4338,"Mageweave Cloth",393,76
2019,11,12,0,1,10560,"Unstable Trigger",10529,37
2019,11,12,0,1,3860,"Mithril Bar",1143,121
2019,11,12,1,1,6371,"Fire Oil",1875,80
2019,11,12,1,1,5634,"Free Action Potion",15204,264
2019,11,12,1,1,9030,"Restorative Potion",34896,142
2019,11,12,1,1,7067,"Elemental Earth",19200,55
2019,11,12,1,1,3821,"Goldthorn",2300,59
2019,11,12,1,1,13423,"Stonescale Oil",1490,18
2019,11,12,1,1,9264,"Elixir of Shadow Power",30000,33
2019,11,12,1,1,8845,"Ghost Mushroom",8900,50
2019,11,12,1,1,13511,"Flask of Distilled Wisdom",1620000,7
2019,11,12,1,1,13468,"Black Lotus",1140000,4
2019,11,12,1,1,13467,"Ice Cap",4598,117
2019,11,12,1,1,13463,"Dreamfoil",5399,143
2019,11,12,1,1,13512,"Flask of Supreme Power",1709900,18
2019,11,12,1,1,13465,"Mountain Silversage",9500,41
2019,11,12,1,1,13510,"Flask of the Titans",1630000,12
2019,11,12,1,1,8846,"Gromsblood",2165,85
2019,11,12,1,1,13457,"Greater Fire Protection Potion",73800,122
2019,11,12,1,1,7068,"Elemental Fire",63000,130
2019,11,12,1,1,13931,"Nightfin Soup",3625,16
2019,11,12,1,1,13759,"Raw Nightfin Snapper",3400,17
2019,11,12,1,1,6358,"Oily Blackmouth",2489,116
2019,11,12,1,1,3820,"Stranglekelp",2827,37
2019,11,12,1,1,6370,"Blackmouth Oil",5387,65
2019,11,12,1,1,12363,"Arcane Crystal",450000,23
2019,11,12,1,1,12359,"Thorium Bar",3135,95
2019,11,12,1,1,12360,"Arcanite Bar",539000,31
2019,11,12,1,1,10646,"Goblin Sapper Charge",25998,47
2019,11,12,1,1,10505,"Solid Blasting Powder",1493,12
2019,11,12,1,1,7912,"Solid Stone",990,115
2019,11,12,1,1,4338,"Mageweave Cloth",393,76
2019,11,12,1,1,10560,"Unstable Trigger",10529,37
2019,11,12,1,1,3860,"Mithril Bar",1143,121
2019,11,12,2,1,6371,"Fire Oil",1875,80
2019,11,12,2,1,5634,"Free Action Potion",15203,184
2019,11,12,2,1,9030,"Restorative Potion",34897,136
2019,11,12,2,1,7067,"Elemental Earth",19000,64
2019,11,12,2,1,3821,"Goldthorn",1924,67
2019,11,12,2,1,13423,"Stonescale Oil",1485,20
2019,11,12,2,1,9264,"Elixir of Shadow Power",29800,31
2019,11,12,2,1,8845,"Ghost Mushroom",8199,67
2019,11,12,2,1,13511,"Flask of Distilled Wisdom",1615099,6
2019,11,12,2,1,13468,"Black Lotus",1140000,5
2019,11,12,2,1,13467,"Ice Cap",4500,125
2019,11,12,2,1,13463,"Dreamfoil",5600,159
2019,11,12,2,1,13512,"Flask of Supreme Power",1709899,18
2019,11,12,2,1,13465,"Mountain Silversage",10000,35
2019,11,12,2,1,13510,"Flask of the Titans",1620000,12
2019,11,12,2,1,8846,"Gromsblood",999,118
2019,11,12,2,1,13457,"Greater Fire Protection Potion",73700,115
2019,11,12,2,1,7068,"Elemental Fire",50500,81
2019,11,12,2,1,13931,"Nightfin Soup",4000,18
2019,11,12,2,1,13759,"Raw Nightfin Snapper",3333,14
2019,11,12,2,1,6358,"Oily Blackmouth",2400,108
2019,11,12,2,1,3820,"Stranglekelp",7400,6
2019,11,12,2,1,6370,"Blackmouth Oil",5300,57
2019,11,12,2,1,12363,"Arcane Crystal",459899,33
2019,11,12,2,1,12359,"Thorium Bar",2799,107
2019,11,12,2,1,12360,"Arcanite Bar",539000,31
2019,11,12,2,1,10646,"Goblin Sapper Charge",25998,52
2019,11,12,2,1,10505,"Solid Blasting Powder",3500,7
2019,11,12,2,1,7912,"Solid Stone",1805,134
2019,11,12,2,1,4338,"Mageweave Cloth",425,80
2019,11,12,2,1,10560,"Unstable Trigger",10529,29
2019,11,12,2,1,3860,"Mithril Bar",1915,122
2019,11,12,3,1,6371,"Fire Oil",1875,80
2019,11,12,3,1,5634,"Free Action Potion",15203,184
2019,11,12,3,1,9030,"Restorative Potion",34897,136
2019,11,12,3,1,7067,"Elemental Earth",19000,64
2019,11,12,3,1,3821,"Goldthorn",1924,67
2019,11,12,3,1,13423,"Stonescale Oil",1485,20
2019,11,12,3,1,9264,"Elixir of Shadow Power",29800,31
2019,11,12,3,1,8845,"Ghost Mushroom",8199,67
2019,11,12,3,1,13511,"Flask of Distilled Wisdom",1615099,6
2019,11,12,3,1,13468,"Black Lotus",1140000,5
2019,11,12,3,1,13467,"Ice Cap",4500,125
2019,11,12,3,1,13463,"Dreamfoil",5600,159
2019,11,12,3,1,13512,"Flask of Supreme Power",1709899,18
2019,11,12,3,1,13465,"Mountain Silversage",10000,35
2019,11,12,3,1,13510,"Flask of the Titans",1620000,12
2019,11,12,3,1,8846,"Gromsblood",999,118
2019,11,12,3,1,13457,"Greater Fire Protection Potion",73700,115
2019,11,12,3,1,7068,"Elemental Fire",50500,81
2019,11,12,3,1,13931,"Nightfin Soup",4000,18
2019,11,12,3,1,13759,"Raw Nightfin Snapper",3333,14
2019,11,12,3,1,6358,"Oily Blackmouth",2400,108
2019,11,12,3,1,3820,"Stranglekelp",7400,6
2019,11,12,3,1,6370,"Blackmouth Oil",5300,57
2019,11,12,3,1,12363,"Arcane Crystal",459899,33
2019,11,12,3,1,12359,"Thorium Bar",2799,107
2019,11,12,3,1,12360,"Arcanite Bar",539000,31
2019,11,12,3,1,10646,"Goblin Sapper Charge",25998,52
2019,11,12,3,1,10505,"Solid Blasting Powder",3500,7
2019,11,12,3,1,7912,"Solid Stone",1805,134
2019,11,12,3,1,4338,"Mageweave Cloth",425,80
2019,11,12,3,1,10560,"Unstable Trigger",10529,29
2019,11,12,3,1,3860,"Mithril Bar",1915,122
2019,11,12,4,1,6371,"Fire Oil",1966,119
2019,11,12,4,1,5634,"Free Action Potion",15000,182
2019,11,12,4,1,9030,"Restorative Potion",34887,141
2019,11,12,4,1,7067,"Elemental Earth",21800,56
2019,11,12,4,1,3821,"Goldthorn",2300,67
2019,11,12,4,1,13423,"Stonescale Oil",1476,18
2019,11,12,4,1,9264,"Elixir of Shadow Power",29800,24
2019,11,12,4,1,8845,"Ghost Mushroom",7400,102
2019,11,12,4,1,13511,"Flask of Distilled Wisdom",1615099,6
2019,11,12,4,1,13468,"Black Lotus",1140000,7
2019,11,12,4,1,13467,"Ice Cap",4500,113
2019,11,12,4,1,13463,"Dreamfoil",5400,167
2019,11,12,4,1,13512,"Flask of Supreme Power",1709899,13
2019,11,12,4,1,13465,"Mountain Silversage",9286,65
2019,11,12,4,1,13510,"Flask of the Titans",1600000,12
2019,11,12,4,1,8846,"Gromsblood",995,123
2019,11,12,4,1,13457,"Greater Fire Protection Potion",73700,119
2019,11,12,4,1,7068,"Elemental Fire",62888,144
2019,11,12,4,1,13931,"Nightfin Soup",3400,23
2019,11,12,4,1,13759,"Raw Nightfin Snapper",3332,19
2019,11,12,4,1,6358,"Oily Blackmouth",1999,148
2019,11,12,4,1,3820,"Stranglekelp",995,11
2019,11,12,4,1,6370,"Blackmouth Oil",5400,54
2019,11,12,4,1,12363,"Arcane Crystal",458000,27
2019,11,12,4,1,12359,"Thorium Bar",2559,119
2019,11,12,4,1,12360,"Arcanite Bar",539999,29
2019,11,12,4,1,10646,"Goblin Sapper Charge",25997,41
2019,11,12,4,1,10505,"Solid Blasting Powder",750,9
2019,11,12,4,1,7912,"Solid Stone",1453,168
2019,11,12,4,1,4338,"Mageweave Cloth",408,59
2019,11,12,4,1,10560,"Unstable Trigger",10529,25
2019,11,12,4,1,3860,"Mithril Bar",1444,142
2019,11,12,5,1,6371,"Fire Oil",1966,119
2019,11,12,5,1,5634,"Free Action Potion",15000,182
2019,11,12,5,1,9030,"Restorative Potion",34887,141
2019,11,12,5,1,7067,"Elemental Earth",21800,56
2019,11,12,5,1,3821,"Goldthorn",2300,67
2019,11,12,5,1,13423,"Stonescale Oil",1476,18
2019,11,12,5,1,9264,"Elixir of Shadow Power",29800,24
2019,11,12,5,1,8845,"Ghost Mushroom",7400,102
2019,11,12,5,1,13511,"Flask of Distilled Wisdom",1615099,6
2019,11,12,5,1,13468,"Black Lotus",1140000,7
2019,11,12,5,1,13467,"Ice Cap",4500,113
2019,11,12,5,1,13463,"Dreamfoil",5400,167
2019,11,12,5,1,13512,"Flask of Supreme Power",1709899,13
2019,11,12,5,1,13465,"Mountain Silversage",9286,65
2019,11,12,5,1,13510,"Flask of the Titans",1600000,12
2019,11,12,5,1,8846,"Gromsblood",995,123
2019,11,12,5,1,13457,"Greater Fire Protection Potion",73700,119
2019,11,12,5,1,7068,"Elemental Fire",62888,144
2019,11,12,5,1,13931,"Nightfin Soup",3400,23
2019,11,12,5,1,13759,"Raw Nightfin Snapper",3332,19
2019,11,12,5,1,6358,"Oily Blackmouth",1999,148
2019,11,12,5,1,3820,"Stranglekelp",995,11
2019,11,12,5,1,6370,"Blackmouth Oil",5400,54
2019,11,12,5,1,12363,"Arcane Crystal",458000,27
2019,11,12,5,1,12359,"Thorium Bar",2559,119
2019,11,12,5,1,12360,"Arcanite Bar",539999,29
2019,11,12,5,1,10646,"Goblin Sapper Charge",25997,41
2019,11,12,5,1,10505,"Solid Blasting Powder",750,9
2019,11,12,5,1,7912,"Solid Stone",1453,168
2019,11,12,5,1,4338,"Mageweave Cloth",408,59
2019,11,12,5,1,10560,"Unstable Trigger",10529,25
2019,11,12,5,1,3860,"Mithril Bar",1444,142
2019,11,12,6,1,6371,"Fire Oil",1965,125
2019,11,12,6,1,5634,"Free Action Potion",15179,537
2019,11,12,6,1,9030,"Restorative Potion",34888,136
2019,11,12,6,1,7067,"Elemental Earth",21600,57
2019,11,12,6,1,3821,"Goldthorn",2399,61
2019,11,12,6,1,13423,"Stonescale Oil",1475,47
2019,11,12,6,1,9264,"Elixir of Shadow Power",29800,18
2019,11,12,6,1,8845,"Ghost Mushroom",7400,98
2019,11,12,6,1,13511,"Flask of Distilled Wisdom",1615099,6
2019,11,12,6,1,13468,"Black Lotus",1100000,9
2019,11,12,6,1,13467,"Ice Cap",4454,64
2019,11,12,6,1,13463,"Dreamfoil",6336,112
2019,11,12,6,1,13512,"Flask of Supreme Power",1687500,18
2019,11,12,6,1,13465,"Mountain Silversage",9400,66
2019,11,12,6,1,13510,"Flask of the Titans",1600000,11
2019,11,12,6,1,8846,"Gromsblood",2047,109
2019,11,12,6,1,13457,"Greater Fire Protection Potion",73999,122
2019,11,12,6,1,7068,"Elemental Fire",62887,147
2019,11,12,6,1,13931,"Nightfin Soup",3366,25
2019,11,12,6,1,13759,"Raw Nightfin Snapper",3332,19
2019,11,12,6,1,6358,"Oily Blackmouth",2376,93
2019,11,12,6,1,3820,"Stranglekelp",6000,8
2019,11,12,6,1,6370,"Blackmouth Oil",5400,74
2019,11,12,6,1,12363,"Arcane Crystal",449000,28
2019,11,12,6,1,12359,"Thorium Bar",2690,58
2019,11,12,6,1,12360,"Arcanite Bar",540000,27
2019,11,12,6,1,10646,"Goblin Sapper Charge",25997,39
2019,11,12,6,1,10505,"Solid Blasting Powder",3500,7
2019,11,12,6,1,7912,"Solid Stone",1860,174
2019,11,12,6,1,4338,"Mageweave Cloth",500,40
2019,11,12,6,1,10560,"Unstable Trigger",10529,17
2019,11,12,6,1,3860,"Mithril Bar",1895,106
2019,11,12,7,1,6371,"Fire Oil",1964,128
2019,11,12,7,1,5634,"Free Action Potion",15099,535
2019,11,12,7,1,9030,"Restorative Potion",34886,141
2019,11,12,7,1,7067,"Elemental Earth",21600,57
2019,11,12,7,1,3821,"Goldthorn",2400,49
2019,11,12,7,1,13423,"Stonescale Oil",1475,40
2019,11,12,7,1,9264,"Elixir of Shadow Power",29799,21
2019,11,12,7,1,8845,"Ghost Mushroom",8400,58
2019,11,12,7,1,13511,"Flask of Distilled Wisdom",1615099,5
2019,11,12,7,1,13468,"Black Lotus",1099999,8
2019,11,12,7,1,13467,"Ice Cap",4595,59
2019,11,12,7,1,13463,"Dreamfoil",6889,116
2019,11,12,7,1,13512,"Flask of Supreme Power",1687500,14
2019,11,12,7,1,13465,"Mountain Silversage",9950,41
2019,11,12,7,1,13510,"Flask of the Titans",1600000,6
2019,11,12,7,1,8846,"Gromsblood",2289,82
2019,11,12,7,1,13457,"Greater Fire Protection Potion",74576,140
2019,11,12,7,1,7068,"Elemental Fire",62200,140
2019,11,12,7,1,13931,"Nightfin Soup",3366,34
2019,11,12,7,1,13759,"Raw Nightfin Snapper",3331,19
2019,11,12,7,1,6358,"Oily Blackmouth",2375,96
2019,11,12,7,1,3820,"Stranglekelp",6000,7
2019,11,12,7,1,6370,"Blackmouth Oil",5400,80
2019,11,12,7,1,12363,"Arcane Crystal",458000,21
2019,11,12,7,1,12359,"Thorium Bar",2500,70
2019,11,12,7,1,12360,"Arcanite Bar",545032,24
2019,11,12,7,1,10646,"Goblin Sapper Charge",24000,43
2019,11,12,7,1,10505,"Solid Blasting Powder",3000,9
2019,11,12,7,1,7912,"Solid Stone",1875,96
2019,11,12,7,1,4338,"Mageweave Cloth",600,41
2019,11,12,7,1,10560,"Unstable Trigger",11023,3
2019,11,12,7,1,3860,"Mithril Bar",1875,85
2019,11,12,8,1,6371,"Fire Oil",1914,129
2019,11,12,8,1,5634,"Free Action Potion",15099,515
2019,11,12,8,1,9030,"Restorative Potion",34600,140
2019,11,12,8,1,7067,"Elemental Earth",21600,90
2019,11,12,8,1,3821,"Goldthorn",2500,45
2019,11,12,8,1,13423,"Stonescale Oil",1470,40
2019,11,12,8,1,9264,"Elixir of Shadow Power",29797,18
2019,11,12,8,1,8845,"Ghost Mushroom",8346,64
2019,11,12,8,1,13511,"Flask of Distilled Wisdom",1615099,5
2019,11,12,8,1,13468,"Black Lotus",1097500,8
2019,11,12,8,1,13467,"Ice Cap",4500,75
2019,11,12,8,1,13463,"Dreamfoil",6699,119
2019,11,12,8,1,13512,"Flask of Supreme Power",1687498,13
2019,11,12,8,1,13465,"Mountain Silversage",9824,70
2019,11,12,8,1,13510,"Flask of the Titans",1600000,5
2019,11,12,8,1,8846,"Gromsblood",2100,84
2019,11,12,8,1,13457,"Greater Fire Protection Potion",74000,147
2019,11,12,8,1,7068,"Elemental Fire",64500,153
2019,11,12,8,1,13931,"Nightfin Soup",3400,35
2019,11,12,8,1,13759,"Raw Nightfin Snapper",3331,18
2019,11,12,8,1,6358,"Oily Blackmouth",2299,98
2019,11,12,8,1,3820,"Stranglekelp",3750,20
2019,11,12,8,1,6370,"Blackmouth Oil",5200,64
2019,11,12,8,1,12363,"Arcane Crystal",439560,29
2019,11,12,8,1,12359,"Thorium Bar",3200,56
2019,11,12,8,1,12360,"Arcanite Bar",546998,24
2019,11,12,8,1,10646,"Goblin Sapper Charge",23800,43
2019,11,12,8,1,10505,"Solid Blasting Powder",2800,13
2019,11,12,8,1,7912,"Solid Stone",1766,128
2019,11,12,8,1,4338,"Mageweave Cloth",374,40
2019,11,12,8,1,10560,"Unstable Trigger",11022,7
2019,11,12,8,1,3860,"Mithril Bar",1895,111
2019,11,12,9,1,6371,"Fire Oil",1914,129
2019,11,12,9,1,5634,"Free Action Potion",15099,515
2019,11,12,9,1,9030,"Restorative Potion",34600,140
2019,11,12,9,1,7067,"Elemental Earth",21600,90
2019,11,12,9,1,3821,"Goldthorn",2500,45
2019,11,12,9,1,13423,"Stonescale Oil",1470,40
2019,11,12,9,1,9264,"Elixir of Shadow Power",29797,18
2019,11,12,9,1,8845,"Ghost Mushroom",8346,64
2019,11,12,9,1,13511,"Flask of Distilled Wisdom",1615099,5
2019,11,12,9,1,13468,"Black Lotus",1097500,8
2019,11,12,9,1,13467,"Ice Cap",4500,75
2019,11,12,9,1,13463,"Dreamfoil",6699,119
2019,11,12,9,1,13512,"Flask of Supreme Power",1687498,13
2019,11,12,9,1,13465,"Mountain Silversage",9824,70
2019,11,12,9,1,13510,"Flask of the Titans",1600000,5
2019,11,12,9,1,8846,"Gromsblood",2100,84
2019,11,12,9,1,13457,"Greater Fire Protection Potion",74000,147
2019,11,12,9,1,7068,"Elemental Fire",64500,153
2019,11,12,9,1,13931,"Nightfin Soup",3400,35
2019,11,12,9,1,13759,"Raw Nightfin Snapper",3331,18
2019,11,12,9,1,6358,"Oily Blackmouth",2299,98
2019,11,12,9,1,3820,"Stranglekelp",3750,20
2019,11,12,9,1,6370,"Blackmouth Oil",5200,64
2019,11,12,9,1,12363,"Arcane Crystal",439560,29
2019,11,12,9,1,12359,"Thorium Bar",3200,56
2019,11,12,9,1,12360,"Arcanite Bar",546998,24
2019,11,12,9,1,10646,"Goblin Sapper Charge",23800,43
2019,11,12,9,1,10505,"Solid Blasting Powder",2800,13
2019,11,12,9,1,7912,"Solid Stone",1766,128
2019,11,12,9,1,4338,"Mageweave Cloth",374,40
2019,11,12,9,1,10560,"Unstable Trigger",11022,7
2019,11,12,9,1,3860,"Mithril Bar",1895,111
2019,11,12,10,1,6371,"Fire Oil",1914,126
2019,11,12,10,1,5634,"Free Action Potion",14000,523
2019,11,12,10,1,9030,"Restorative Potion",34599,138
2019,11,12,10,1,7067,"Elemental Earth",16666,100
2019,11,12,10,1,3821,"Goldthorn",3125,32
2019,11,12,10,1,13423,"Stonescale Oil",1470,39
2019,11,12,10,1,9264,"Elixir of Shadow Power",29796,22
2019,11,12,10,1,8845,"Ghost Mushroom",8699,64
2019,11,12,10,1,13511,"Flask of Distilled Wisdom",1615099,5
2019,11,12,10,1,13468,"Black Lotus",1099999,7
2019,11,12,10,1,13467,"Ice Cap",4499,75
2019,11,12,10,1,13463,"Dreamfoil",6900,100
2019,11,12,10,1,13512,"Flask of Supreme Power",1687498,13
2019,11,12,10,1,13465,"Mountain Silversage",9700,80
2019,11,12,10,1,13510,"Flask of the Titans",1600000,5
2019,11,12,10,1,8846,"Gromsblood",2100,86
2019,11,12,10,1,13457,"Greater Fire Protection Potion",74000,147
2019,11,12,10,1,7068,"Elemental Fire",63500,161
2019,11,12,10,1,13931,"Nightfin Soup",3400,34
2019,11,12,10,1,13759,"Raw Nightfin Snapper",3331,18
2019,11,12,10,1,6358,"Oily Blackmouth",2298,108
2019,11,12,10,1,3820,"Stranglekelp",3500,26
2019,11,12,10,1,6370,"Blackmouth Oil",5124,84
2019,11,12,10,1,12363,"Arcane Crystal",429900,30
2019,11,12,10,1,12359,"Thorium Bar",3000,78
2019,11,12,10,1,12360,"Arcanite Bar",546996,25
2019,11,12,10,1,10646,"Goblin Sapper Charge",23800,43
2019,11,12,10,1,10505,"Solid Blasting Powder",3413,9
2019,11,12,10,1,7912,"Solid Stone",1675,135
2019,11,12,10,1,4338,"Mageweave Cloth",361,81
2019,11,12,10,1,10560,"Unstable Trigger",11021,8
2019,11,12,10,1,3860,"Mithril Bar",1845,108
2019,11,12,11,1,6371,"Fire Oil",1900,136
2019,11,12,11,1,5634,"Free Action Potion",14900,519
2019,11,12,11,1,9030,"Restorative Potion",34400,133
2019,11,12,11,1,7067,"Elemental Earth",20000,100
2019,11,12,11,1,3821,"Goldthorn",3120,9
2019,11,12,11,1,13423,"Stonescale Oil",1470,8
2019,11,12,11,1,9264,"Elixir of Shadow Power",29600,24
2019,11,12,11,1,8845,"Ghost Mushroom",8899,67
2019,11,12,11,1,13511,"Flask of Distilled Wisdom",1610000,7
2019,11,12,11,1,13468,"Black Lotus",1072500,8
2019,11,12,11,1,13467,"Ice Cap",3999,85
2019,11,12,11,1,13463,"Dreamfoil",6642,117
2019,11,12,11,1,13512,"Flask of Supreme Power",1668500,20
2019,11,12,11,1,13465,"Mountain Silversage",9699,77
2019,11,12,11,1,13510,"Flask of the Titans",1599623,11
2019,11,12,11,1,8846,"Gromsblood",2199,105
2019,11,12,11,1,13457,"Greater Fire Protection Potion",74000,133
2019,11,12,11,1,7068,"Elemental Fire",63499,169
2019,11,12,11,1,13931,"Nightfin Soup",3399,49
2019,11,12,11,1,13759,"Raw Nightfin Snapper",3331,12
2019,11,12,11,1,6358,"Oily Blackmouth",2199,199
2019,11,12,11,1,3820,"Stranglekelp",4999,56
2019,11,12,11,1,6370,"Blackmouth Oil",5200,64
2019,11,12,11,1,12363,"Arcane Crystal",439559,26
2019,11,12,11,1,12359,"Thorium Bar",2900,96
2019,11,12,11,1,12360,"Arcanite Bar",546000,24
2019,11,12,11,1,10646,"Goblin Sapper Charge",23800,38
2019,11,12,11,1,10505,"Solid Blasting Powder",3500,6
2019,11,12,11,1,7912,"Solid Stone",1620,142
2019,11,12,11,1,4338,"Mageweave Cloth",502,76
2019,11,12,11,1,10560,"Unstable Trigger",11021,4
2019,11,12,11,1,3860,"Mithril Bar",1744,106
2019,11,12,12,1,6371,"Fire Oil",1900,136
2019,11,12,12,1,5634,"Free Action Potion",15000,507
2019,11,12,12,1,9030,"Restorative Potion",34000,142
2019,11,12,12,1,7067,"Elemental Earth",23749,26
2019,11,12,12,1,3821,"Goldthorn",2529,33
2019,11,12,12,1,13423,"Stonescale Oil",1470,8
2019,11,12,12,1,9264,"Elixir of Shadow Power",29600,22
2019,11,12,12,1,8845,"Ghost Mushroom",8999,62
2019,11,12,12,1,13511,"Flask of Distilled Wisdom",1599999,10
2019,11,12,12,1,13468,"Black Lotus",1099999,8
2019,11,12,12,1,13467,"Ice Cap",4399,87
2019,11,12,12,1,13463,"Dreamfoil",6428,108
2019,11,12,12,1,13512,"Flask of Supreme Power",1680000,18
2019,11,12,12,1,13465,"Mountain Silversage",9823,87
2019,11,12,12,1,13510,"Flask of the Titans",1599623,11
2019,11,12,12,1,8846,"Gromsblood",2099,122
2019,11,12,12,1,13457,"Greater Fire Protection Potion",73997,130
2019,11,12,12,1,7068,"Elemental Fire",64499,171
2019,11,12,12,1,13931,"Nightfin Soup",3399,43
2019,11,12,12,1,13759,"Raw Nightfin Snapper",3500,11
2019,11,12,12,1,6358,"Oily Blackmouth",2090,184
2019,11,12,12,1,3820,"Stranglekelp",4700,75
2019,11,12,12,1,6370,"Blackmouth Oil",5200,64
2019,11,12,12,1,12363,"Arcane Crystal",439000,27
2019,11,12,12,1,12359,"Thorium Bar",2799,75
2019,11,12,12,1,12360,"Arcanite Bar",546995,21
